"","c1","c2","weight"
"1382","ASCL1","PITX3",0.076488379133341
"13064","HAND2","HNF1B",0.0764891653244906
"16129","HOXA1","MESP1",0.0764949873216751
"29812","TEF","THAP2",0.0764953659728377
"19050","IRF8","NR4A1",0.0764973148402265
"25903","OLIG2","RXRG",0.0764985133481376
"30499","ZNF317","ZNF554",0.0765006953187548
"4159","CEBPE","MESP1",0.0765009357386019
"6828","ESRRA","JUN",0.076502211544577
"12380","GCM2","NR3C2",0.07650372681413
"13133","HAND2","NR2F2",0.0765053150140984
"4408","CREB3","NFE2",0.0765084392273915
"30160","UTF1","ZNF79",0.0765086073847896
"9627","FOXD4","PAX5",0.0765094323811927
"22215","MSX1","VSX2",0.0765174250709089
"16463","HOXA6","MEF2B",0.0765215728470736
"2416","BATF","ZNF554",0.0765225133060205
"15370","HMX2","TP63",0.0765228087287061
"7573","ETS2","SPIC",0.0765274951694262
"28710","SNAI1","WT1",0.0765296364966541
"20889","LMX1B","ZNF554",0.0765296512602998
"9880","FOXG1","TCF12",0.0765324990669849
"2374","BATF","SPIB",0.076538200477204
"22217","MSX1","ZBTB32",0.0765422855945803
"13152","HAND2","PITX3",0.0765432666482147
"17120","HOXB7","LHX6",0.0765434392628153
"11661","GATA4","SPI1",0.0765482281187512
"19606","ISX","LBX1",0.0765488218063535
"12817","GSC","TBX18",0.076549870270115
"7230","ESRRG","HIF1A",0.0765532403967838
"24993","NR2E1","RUNX3",0.0765554299206845
"25963","OLIG2","ZNF554",0.0765563817318286
"5406","DLX4","ZNF155",0.0765570710328673
"17716","HOXD13","USF1",0.0765584489590378
"12801","GSC","SNAI2",0.0765588428716881
"7312","ESRRG","OLIG3",0.0765618442538179
"10786","FOXQ1","LHX8",0.0765669241220629
"17870","HOXD3","TFAP2B",0.0765691601971064
"4317","CREB3","FOXD4",0.0765691702506285
"19856","JUN","TCF7L1",0.0765697191308422
"11837","GATA5","RUNX3",0.0765711179214799
"12885","HAND1","HOXB6",0.0765736543058504
"5198","DLX3","ZNF705D",0.076579787449579
"13025","HAND1","ZBTB6",0.0765882469682949
"22719","MYF5","THRB",0.0765893041439036
"14940","HLF","NFKB1",0.0765916184901793
"1785","ATF5","HOXC12",0.0765920157252465
"10888","FOXQ1","TFAP2A",0.0765921813451644
"20378","LHX4","OLIG2",0.0765923893111292
"24600","NKX2.8","TP63",0.0765978648335923
"20768","LMX1B","MSX1",0.0765979249120676
"10794","FOXQ1","MESP2",0.0766066578101382
"12041","GATA6","SOX10",0.0766088568839775
"25630","NR5A1","TAL1",0.0766102369172586
"14631","HEYL","SIM2",0.0766104774687501
"9590","FOXD4","MYB",0.076611884189684
"5114","DLX3","PAX8",0.0766121927928603
"5060","DLX3","LHX4",0.0766124355778988
"13019","HAND1","UTF1",0.0766151658597174
"24181","NFE2","ZNF615",0.0766167722441175
"15332","HMX2","RORB",0.076619344800162
"5579","DLX5","RFX6",0.0766227004525089
"10637","FOXP3","PAX5",0.0766237656343663
"6243","EGR4","REL",0.0766246220183431
"12217","GCM1","REL",0.0766275193616149
"28195","RUNX3","ZNF227",0.0766367261221203
"25324","NR3C2","SPIB",0.0766393744060565
"18719","IRF4","MYB",0.0766422795165124
"28209","RUNX3","ZNF77",0.0766480622228618
"6790","ESRRA","HES2",0.0766499435835115
"30297","ZBTB32","ZNF615",0.0766527763863654
"15029","HLF","ZIM2",0.0766529272669771
"3139","CDX1","CREB3L3",0.0766544183493909
"28144","RUNX3","RXRG",0.0766561158601575
"10817","FOXQ1","NKX2.8",0.0766630695892053
"29072","SOX5","ZNF317",0.0766650827146222
"10714","FOXP3","ZNF410",0.0766651634106117
"25980","OLIG3","PDX1",0.0766652916162811
"6627","ESR1","MSX1",0.0766682989956746
"2787","BHLHA15","NKX2.5",0.0766686293089242
"6442","EOMES","OLIG3",0.0766692564968905
"28727","SNAI1","ZNF501",0.0766698311761971
"4664","CREB3L3","PITX2",0.0766698579915929
"8057","FEZF1","FOXD4",0.0766709366732822
"18253","ID1","MSX2",0.076672272043555
"4611","CREB3L3","MAFB",0.0766730145846406
"13399","HES1","ZIC3",0.0766734934199723
"5180","DLX3","ZIM2",0.0766762744122269
"22320","MSX2","SPI1",0.0766769158943519
"22594","MYC","TP63",0.0766812789639036
"14028","HESX1","MSX2",0.0766902040385968
"13196","HAND2","TCF7L1",0.0766902512713878
"5318","DLX4","NKX2.8",0.0766905168247102
"20543","LHX6","RFX3",0.0766919976848624
"17401","HOXC12","ZIC3",0.0766926644715961
"24624","NKX2.8","ZNF554",0.0766927876911628
"2745","BHLHA15","IRF5",0.0766929000857663
"25064","NR2F1","NR2F2",0.0766930634113345
"1132","ARNTL2","PAX2",0.076694317676335
"16910","HOXB13","ZIM2",0.0766947163733682
"17722","HOXD13","ZBTB32",0.0766961030796735
"29009","SOX2","ZIM2",0.0766964886552092
"28613","SMAD7","SNAI1",0.0766991731951704
"18086","HOXD9","MAFB",0.0767025812494688
"25651","NR5A1","WT1",0.0767052176155747
"27543","PRDM1","ZNF77",0.0767068327716882
"16371","HOXA5","SNAI2",0.0767071516558026
"7247","ESRRG","HOXD13",0.076708345583177
"3063","BHLHE23","RUNX3",0.0767103798559341
"26123","ONECUT1","TEF",0.0767108776280429
"8384","FEZF2","PAX8",0.0767129066101473
"19941","JUNB","NR4A1",0.0767130089826368
"3280","CDX1","PITX1",0.0767170565694347
"12844","GSC","ZNF227",0.0767216405541457
"14245","HEY1","PAX2",0.0767219382212625
"5837","DRGX","TFAP2B",0.0767235014588618
"25902","OLIG2","RUNX3",0.0767254201091782
"5073","DLX3","MSX1",0.0767276468706596
"28453","SIM2","VENTX",0.0767279463609788
"29786","TCF7L1","ZNF155",0.0767288053524715
"7429","ETS2","GATA5",0.0767303507236909
"3316","CDX1","SPIB",0.0767319729053052
"29348","SPIB","ZNF705D",0.076732597975095
"8237","FEZF1","ZBTB6",0.076734399180717
"19428","IRX6","ZBTB6",0.076735525445648
"12019","GATA6","PPARA",0.0767375048639897
"23339","NANOG","VSX1",0.0767378914405691
"4816","CREB5","HOXD13",0.0767445550580174
"5273","DLX4","IKZF3",0.0767458088275064
"26005","OLIG3","SMAD7",0.0767508402505205
"15298","HMX2","NR2F1",0.0767511863260019
"23245","MYOG","ZSCAN10",0.0767519313767036
"1069","ARNTL2","IKZF1",0.0767520166505685
"25299","NR3C2","RBAK",0.0767548364542428
"13211","HAND2","ZBTB32",0.0767557933495586
"15308","HMX2","ONECUT1",0.0767560846090262
"17095","HOXB6","ZNF79",0.0767567606363806
"714","ALX4","ZIC3",0.0767571176080622
"13141","HAND2","OLIG3",0.0767664238564833
"23971","NFATC3","NR4A1",0.0767677069829541
"2260","BATF","HOXB6",0.0767693525529417
"2342","BATF","POU5F1",0.0767739688514939
"24399","NFKB1","ZNF423",0.0767775303718368
"11081","FOXR1","TBX20",0.0767787763535466
"13562","HES2","TBR1",0.0767789450639215
"6430","EOMES","NR1I2",0.0767794671922542
"25338","NR3C2","TFAP2C",0.0767801187167551
"6221","EGR4","OLIG2",0.0767836319700761
"25549","NR4A2","VSX1",0.0767839729814199
"17732","HOXD13","ZNF317",0.0767846142242517
"29632","TBX18","ZNF615",0.0767857672685034
"29561","TBR1","USF1",0.0767876308410019
"12959","HAND1","PAX5",0.0767893604393346
"6227","EGR4","PAX5",0.0767897917044073
"13092","HAND2","KLF1",0.0767940993651073
"29002","SOX2","VENTX",0.0767947491459254
"566","ALX4","HNF4A",0.0767972034500104
"11624","GATA4","PAX8",0.076798588401568
"12015","GATA6","PITX3",0.0768010527281052
"14553","HEYL","LBX1",0.0768010989244406
"6652","ESR1","NR2F1",0.0768048980609465
"2592","BCL6B","RUNX3",0.076805471726564
"27566","PRDM14","SOX10",0.076810924893477
"1085","ARNTL2","LMX1B",0.0768112378364079
"7419","ETS2","FOXG1",0.0768121216810836
"9898","FOXG1","ZIC3",0.0768141994431532
"18605","IKZF3","PDX1",0.0768149079771304
"6410","EOMES","MYB",0.076815145108566
"26738","PDX1","SNAI1",0.076815889353661
"2982","BHLHE23","IRF9",0.0768165629610316
"17774","HOXD3","MESP1",0.0768166289782412
"29299","SPI1","ZNF79",0.0768175087007098
"7438","ETS2","HES2",0.0768195095474994
"19107","IRF8","TBX18",0.0768204125943093
"20273","LBX1","SOX10",0.0768229716988435
"6472","EOMES","SIM2",0.0768234734097448
"23986","NFATC3","PITX1",0.0768246828691831
"27102","POU2AF1","TEF",0.0768249359279849
"15075","HMX1","IRF5",0.0768262141450129
"12907","HAND1","LHX4",0.0768276235287358
"4269","CEBPE","ZIC3",0.07682770754319
"18441","IKZF1","OLIG2",0.0768317258410824
"26927","PITX2","TBR1",0.076832297976019
"12792","GSC","RUNX3",0.0768335682944306
"5069","DLX3","MESP1",0.0768364473187205
"26777","PDX1","ZIM2",0.0768384692549263
"22062","MIXL1","SPIB",0.0768385768049437
"25621","NR5A1","SOX2",0.0768403943587267
"14462","HEY2","SOX5",0.0768423384823889
"19650","ISX","NR5A1",0.0768427258604187
"4427","CREB3","ONECUT1",0.0768431900172554
"15684","HNF1B","SIM2",0.0768433785562777
"24291","NFE2L3","ZNF554",0.0768454019713863
"8073","FEZF1","GSC",0.0768486451022437
"14856","HIF1A","ZNF225",0.0768491301037036
"9763","FOXG1","HOXD4",0.0768506995138399
"15408","HNF1A","HOXA5",0.0768516964461704
"16770","HOXB13","HOXC12",0.0768528713563209
"29030","SOX2","ZSCAN10",0.0768533751184597
"29605","TBX18","TP63",0.0768544341131635
"22473","MYB","WT1",0.0768592249464626
"9982","FOXH1","LHX4",0.0768597797278085
"28771","SNAI2","WT1",0.0768612055452821
"24442","NKX2.5","PPARA",0.0768631263768227
"26115","ONECUT1","TAL1",0.0768699843014518
"7055","ESRRB","MEF2B",0.0768701722952713
"9454","FOXB1","SOX10",0.0768706908246061
"5170","DLX3","TP63",0.0768741458592953
"16883","HOXB13","SPIC",0.0768745304080054
"22018","MIXL1","ONECUT1",0.0768765860912146
"3263","CDX1","NR2F2",0.0768788931717711
"25983","OLIG3","PITX3",0.0768815944214831
"8429","FEZF2","TBX20",0.0768847409724989
"29005","SOX2","WT1",0.0768866059795121
"9680","FOXD4","TFAP2B",0.0768875223584063
"26717","PDX1","POU5F1",0.0768876740914595
"21206","MEF2B","NR2E1",0.0768914654337887
"4667","CREB3L3","POU5F1",0.0768924027009931
"21851","MITF","MIXL1",0.0768934584543587
"19888","JUN","ZNF554",0.0768953880128408
"148","ALX1","NR5A2",0.0768980956164838
"26127","ONECUT1","THAP2",0.0768986608084304
"12984","HAND1","SIM2",0.0769032287532579
"26305","PAX2","TBX18",0.0769071309509187
"22336","MSX2","THAP2",0.0769083663836819
"12126","GCM1","HOXB13",0.0769085204042093
"22311","MSX2","SNAI2",0.0769152493022656
"14711","HIF1A","HOXB7",0.076915456398653
"30502","ZNF317","ZNF615",0.0769183998468716
"14889","HLF","HOXC12",0.0769186433637099
"25098","NR2F1","RUNX3",0.0769211825647671
"22173","MSX1","RUNX3",0.0769237966137355
"12499","GRHL3","HNF1A",0.0769270774206255
"20304","LBX1","VSX2",0.076930603592706
"21874","MITF","NR1I2",0.0769307738473009
"17027","HOXB6","RORB",0.0769308684790605
"14268","HEY1","RUNX3",0.0769359701352177
"9662","FOXD4","SOX5",0.0769378384995746
"2767","BHLHA15","MIXL1",0.0769394226079836
"14721","HIF1A","IRF4",0.0769485865169797
"21344","MEF2C","NR2F2",0.0769528655731496
"220","ALX1","WT1",0.0769551234123818
"716","ALX4","ZNF155",0.07695517152195
"21327","MEF2C","NANOG",0.0769559989896215
"11194","FOXR2","MYB",0.0769571326405824
"19247","IRF9","SOX5",0.0769581887351775
"30618","ZNF705D","ZSCAN5A",0.0769603374190084
"13697","HES3","ONECUT1",0.07696111667345
"22241","MSX1","ZSCAN10",0.0769650987464513
"18091","HOXD9","MESP1",0.07696517097787
"24207","NFE2L3","PAX2",0.0769677683608417
"5600","DLX5","SPI1",0.0769695642316953
"5794","DRGX","PPARA",0.076973483854467
"7695","ETV1","LHX6",0.0769734975350145
"9940","FOXH1","HES2",0.0769739623753821
"19174","IRF9","MSX2",0.0769748017886126
"6894","ESRRA","PPARA",0.0769755646016267
"12763","GSC","NR5A2",0.0769777102078196
"19215","IRF9","PDX1",0.0769800738445668
"5501","DLX5","IRF9",0.076986075187636
"25679","NR5A2","OLIG1",0.0769865998880519
"3166","CDX1","FOXO1",0.0769871698671481
"20305","LBX1","WT1",0.0769878347415169
"20667","LHX8","PAX5",0.0769883435122804
"28226","RXRG","SOX5",0.0769911416011066
"27965","RFX6","THAP6",0.0769916603649619
"14918","HLF","MESP1",0.0769920171018907
"16995","HOXB6","NR3C2",0.0769951343943807
"26082","ONECUT1","PPARA",0.0769984499457829
"27825","REL","VSX2",0.0769996769411786
"28102","RORB","TCF7L1",0.076999708591651
"14636","HEYL","SNAI2",0.077000095955551
"10903","FOXQ1","ZIC3",0.0770037744983148
"28878","SOX10","TFAP2A",0.0770040765324908
"14688","HEYL","ZNF554",0.0770045529029247
"10389","FOXO1","MAFB",0.0770062871659551
"21120","MEF2A","SOX9",0.0770069072731442
"25738","NR5A2","TFAP2A",0.0770078098128201
"5409","DLX4","ZNF225",0.077009344152408
"23191","MYOG","SOX5",0.0770111839026268
"8063","FEZF1","FOXQ1",0.0770173882703528
"23980","NFATC3","PAX2",0.077025303922037
"28476","SIM2","ZNF582",0.0770266020607994
"12781","GSC","PPARA",0.0770293568692426
"500","ALX4","BATF",0.0770335176124484
"6888","ESRRA","PITX1",0.0770343188478122
"21671","MESP1","TBR1",0.0770353073325353
"26087","ONECUT1","RBAK",0.0770380980102161
"28993","SOX2","TFAP2A",0.0770395465547694
"796","ARNT2","HES1",0.0770436018489634
"9988","FOXH1","MEF2B",0.0770449100395241
"3531","CDX2","RXRG",0.0770449814359832
"5284","DLX4","LBX1",0.0770506981822292
"14370","HEY2","ISX",0.0770555085749967
"21068","MEF2A","NR2C1",0.0770560339791203
"27201","POU5F1","ZIC3",0.077056192800006
"16529","HOXA6","RORB",0.0770582191997596
"4886","CREB5","PAX5",0.0770624471720985
"14439","HEY2","PRDM1",0.0770652465987883
"19206","IRF9","OLIG2",0.0770652838130078
"7684","ETV1","IRF5",0.0770656853839098
"7540","ETS2","POU5F1",0.0770716928136167
"5033","DLX3","HOXA1",0.0770717140941586
"19653","ISX","OLIG2",0.0770723545690863
"13271","HES1","IRF8",0.0770777329931246
"9385","FOXB1","MYB",0.0770859422375051
"22947","MYNN","SOX9",0.0770890174447924
"18423","IKZF1","NFATC3",0.0770943991771828
"966","ARNT2","ZNF317",0.0770959810676614
"5410","DLX4","ZNF227",0.077097722487401
"12236","GCM1","SOX5",0.0770987991771198
"762","ARNT2","EOMES",0.0770997534256035
"16193","HOXA1","RUNX3",0.0771049149505232
"16461","HOXA6","MAFB",0.0771057405422109
"17206","HOXB7","SOX5",0.0771087221430668
"28774","SNAI2","ZIC3",0.077110955807883
"25215","NR2F2","SOX2",0.0771117825818738
"25736","NR5A2","TCF7L1",0.0771140490933055
"16119","HOXA1","LBX1",0.0771156790004111
"1058","ARNTL2","HOXA7",0.0771251673827116
"16328","HOXA5","NR2F2",0.0771258930839858
"13371","HES1","SPI1",0.0771268429752154
"6664","ESR1","PAX2",0.0771272494447973
"11598","GATA4","NFATC3",0.077128912215912
"12800","GSC","SNAI1",0.0771322632812595
"28183","RUNX3","VENTX",0.0771343004514799
"16966","HOXB6","MITF",0.0771349892267356
"19191","IRF9","NFKB1",0.0771357886618075
"24597","NKX2.8","THAP2",0.0771365625621964
"5307","DLX4","NANOG",0.0771379182113585
"26529","PAX5","ZNF77",0.0771379510758395
"13631","HES3","HOXD13",0.0771379721295671
"7063","ESRRB","MSX2",0.0771441733931028
"6114","EGR4","FOXG1",0.0771468440011899
"17102","HOXB7","HOXD3",0.0771552104667105
"2725","BHLHA15","HNF1B",0.0771595832646094
"4548","CREB3L3","FOXI1",0.0771638144626669
"26719","PDX1","PPARA",0.0771650840942455
"27327","PPARA","SNAI2",0.0771673561635535
"13241","HES1","HESX1",0.0771679829853633
"28640","SMAD7","THAP6",0.0771709359504741
"12950","HAND1","NR5A1",0.0771749884806076
"1510","ASCL2","FOXR1",0.0771771465911246
"3051","BHLHE23","POU5F2",0.0771781133206623
"25891","OLIG2","PPARA",0.0771782936767189
"27146","POU5F1","PRDM1",0.0771788332388695
"19351","IRX6","NR4A1",0.0771805042515821
"14824","HIF1A","SPIB",0.0771823062892702
"13108","HAND2","MSX2",0.0771862185019016
"9177","FOXA3","MSX1",0.0771875234696996
"9766","FOXG1","IKZF1",0.0771882860110911
"15092","HMX1","MEF2C",0.07718858802544
"9896","FOXG1","ZBTB32",0.0771898125209345
"5676","DRGX","FOXQ1",0.0771912161291768
"17275","HOXC12","IRX6",0.0771971959912691
"5714","DRGX","HOXD13",0.0771987152131517
"24284","NFE2L3","ZNF317",0.0772000087441667
"24895","NR2C1","SNAI1",0.0772013509229238
"15903","HNF4A","ZNF225",0.077203445336217
"9759","FOXG1","HOXC12",0.0772045520213672
"16730","HOXA7","TFAP2C",0.0772062410903783
"27329","PPARA","SOX10",0.0772069911649263
"18960","IRF5","TEF",0.0772094725524865
"11565","GATA4","ISX",0.0772114580431798
"17407","HOXC12","ZNF227",0.0772120375494767
"2327","BATF","OLIG1",0.0772142498489313
"26304","PAX2","TBR1",0.077216113936565
"10889","FOXQ1","TFAP2B",0.0772201908687069
"12627","GRHL3","TBR1",0.0772209801593701
"16517","HOXA6","POU5F1",0.0772216477440561
"12105","GCM1","HAND2",0.0772218380746971
"27945","RFX6","SOX9",0.0772224234229014
"2191","BATF","CDX1",0.0772247276986422
"11141","FOXR2","HEY1",0.0772254115650891
"27101","POU2AF1","TCF7L1",0.0772314603921248
"11525","GATA4","HAND1",0.0772365655973131
"6462","EOMES","RBAK",0.0772420625001557
"24537","NKX2.8","OLIG3",0.0772436085710299
"6659","ESR1","OLIG1",0.0772452644916629
"16914","HOXB13","ZNF225",0.077248648135816
"11584","GATA4","MSX2",0.0772486804520675
"25367","NR3C2","ZNF556",0.0772493391974163
"20131","KLF1","SOX2",0.0772499141736265
"30094","TP63","ZNF615",0.0772500209417589
"6248","EGR4","RUNX3",0.0772502380574425
"25263","NR2F2","ZNF554",0.0772503868250558
"6636","ESR1","NANOG",0.0772522535386057
"22650","MYF5","NR3C2",0.077253179348983
"16903","HOXB13","VENTX",0.0772539623801066
"16779","HOXB13","IRF4",0.0772576247594705
"21303","MEF2B","ZNF554",0.0772593897911418
"29267","SPI1","THAP6",0.077260344390416
"11617","GATA4","OLIG3",0.077262410165523
"9745","FOXG1","HLF",0.0772659116176782
"26126","ONECUT1","TFAP2C",0.0772674576152048
"29455","TAL1","TBX18",0.0772704648734265
"6620","ESR1","MEF2B",0.0772733503239185
"26856","PITX1","UTF1",0.0772739385234115
"17648","HOXD13","NR5A1",0.0772743864294923
"19300","IRF9","ZNF79",0.0772762757200682
"22899","MYNN","NR3C2",0.0772800648728219
"13950","HES6","ZBTB6",0.0772804691410405
"6247","EGR4","RORB",0.077282371017326
"9812","FOXG1","NKX2.8",0.077284054690653
"6191","EGR4","MYC",0.0772847118243618
"14566","HEYL","MIXL1",0.0772854502173215
"10030","FOXH1","ONECUT1",0.077291842809781
"14883","HLF","HOXA5",0.0772943229024371
"3004","BHLHE23","MSX2",0.0772968253006397
"25779","OLIG1","OLIG3",0.0772973057260855
"24390","NFKB1","ZNF155",0.0773003735021314
"9996","FOXH1","MSX2",0.0773007899351302
"26154","ONECUT1","ZNF554",0.0773011783572743
"25970","OLIG2","ZSCAN10",0.077305072390749
"18634","IKZF3","SOX10",0.0773073450411671
"25149","NR2F1","ZNF225",0.0773091686860563
"18282","ID1","NR5A1",0.0773118625585597
"14361","HEY2","ID1",0.077312992758147
"17712","HOXD13","THAP2",0.0773160738331595
"19962","JUNB","PPARA",0.0773184716207932
"3295","CDX1","RHOXF2",0.0773210910049283
"22335","MSX2","TFAP2C",0.077321111295262
"28459","SIM2","ZIC3",0.0773242290528118
"17812","HOXD3","OLIG3",0.0773247138681061
"22206","MSX1","TFAP2C",0.0773259287423894
"6579","ESR1","HIF1A",0.0773323382108159
"9886","FOXG1","THAP2",0.0773364061410631
"24540","NKX2.8","PAX2",0.0773466581201211
"28892","SOX10","ZBTB6",0.0773471060320383
"5581","DLX5","RORB",0.077350635186491
"15511","HNF1A","SIM2",0.0773513774177794
"7351","ESRRG","SOX2",0.0773538212659639
"21075","MEF2A","NR5A1",0.0773571382103996
"13457","HES2","IRF9",0.0773573348447372
"26478","PAX5","SOX9",0.0773577716055967
"24545","NKX2.8","PDX1",0.0773588668926184
"17838","HOXD3","RUNX3",0.0773590797258004
"17778","HOXD3","MSX1",0.0773611976160366
"14731","HIF1A","LBX1",0.0773638251514222
"21610","MESP1","NR2C1",0.0773673284531421
"13440","HES2","HOXA6",0.0773680195021171
"24372","NFKB1","TEF",0.077369720298855
"14431","HEY2","PITX1",0.0773699910431957
"23150","MYOG","OLIG2",0.0773700177697092
"19708","ISX","TCF12",0.0773710775199377
"24931","NR2C1","ZBTB32",0.0773712891503339
"21714","MESP1","ZNF79",0.0773727250964189
"21045","MEF2A","MSX1",0.0773751729391104
"6112","EGR4","FOXB1",0.0773760177025371
"14263","HEY1","REL",0.0773768376176337
"15681","HNF1B","RXRG",0.0773773193126428
"22956","MYNN","TBR1",0.077379197192763
"25753","NR5A2","ZIC3",0.0773802263666234
"20954","MAFB","POU5F1",0.0773802505819659
"16863","HOXB13","RUNX3",0.0773848543988457
"9756","FOXG1","HOXB13",0.0773854806743686
"4589","CREB3L3","HOXD13",0.0773855656324129
"6164","EGR4","IRF4",0.0773867128859887
"27365","PPARA","ZIM2",0.0773867211359729
"20153","KLF1","THAP6",0.0773867745860697
"11560","GATA4","IRF5",0.0773891317285377
"5608","DLX5","TBX20",0.0773938780273755
"17980","HOXD4","PITX1",0.0773945378521113
"15488","HNF1A","PAX8",0.0773952292071731
"14470","HEY2","TAL1",0.0773962191387382
"29225","SPDEF","ZBTB6",0.077400741911605
"7319","ESRRG","PAX8",0.0774043349492178
"16900","HOXB13","TP63",0.0774047541241306
"20204","LBX1","MYB",0.0774053737385811
"5787","DRGX","PDX1",0.0774111409165325
"6130","EGR4","HAND1",0.0774111971341908
"2744","BHLHA15","IRF4",0.0774151323724202
"21186","MEF2B","MYF5",0.0774225282188755
"12114","GCM1","HIF1A",0.0774231703970706
"21747","MESP2","NR3C2",0.0774255532516238
"14528","HEYL","HOXA5",0.0774270284313629
"19548","ISL1","SP6",0.0774273982744206
"11177","FOXR2","KLF1",0.0774278224323197
"14700","HIF1A","HMX2",0.0774280251096355
"18627","IKZF3","SIM2",0.0774312727889351
"3187","CDX1","HEY2",0.0774316975394643
"7455","ETS2","HOXA6",0.0774321882453974
"15710","HNF1B","TEF",0.0774324695938451
"20906","MAFB","MIXL1",0.0774331663680029
"19041","IRF8","NKX2.5",0.0774356482557364
"11049","FOXR1","RBAK",0.0774371362795136
