"","c1","c2","weight"
"29982","THAP2","ZNF317",0.06600733625823
"17282","HOXC12","LHX4",0.0660080129535241
"12904","HAND1","JUNB",0.0660119076456968
"11128","FOXR2","GATA5",0.0660134646813539
"16387","HOXA5","TBX18",0.0660145871185496
"22737","MYF5","ZNF317",0.0660149372738711
"24174","NFE2","ZNF423",0.0660157377991533
"24155","NFE2","USF1",0.066016940178458
"13013","HAND1","TFAP2C",0.0660187181303741
"13388","HES1","THAP6",0.0660217768624698
"8344","FEZF2","MSX2",0.066022296425732
"30251","WT1","ZBTB32",0.0660233504945487
"18792","IRF4","SOX9",0.0660244551437205
"2225","BATF","FOXP3",0.0660255854922602
"8373","FEZF2","NR5A1",0.0660278993023456
"3505","CDX2","ONECUT1",0.0660301346093134
"3238","CDX1","MSX2",0.0660307346412167
"3183","CDX1","HES3",0.0660325181701554
"10588","FOXP3","LMX1B",0.0660328111739239
"12971","HAND1","PRDM1",0.066034272319377
"12140","GCM1","IRF8",0.0660350062290386
"5763","DRGX","NFKB1",0.0660383053549088
"7254","ESRRG","IRF4",0.0660407385599445
"17349","HOXC12","RBAK",0.0660437272153709
"11916","GATA6","HES3",0.0660490940652316
"26640","PAX8","RHOXF2",0.0660506986794815
"29325","SPIB","VSX2",0.0660527581903883
"5252","DLX4","HMX1",0.0660529635684235
"11374","GATA3","LBX1",0.0660534032706995
"16167","HOXA1","OLIG3",0.0660536916257204
"14610","HEYL","PITX1",0.0660546296069691
"9928","FOXH1","FOXR2",0.066056711930734
"18836","IRF4","ZNF483",0.0660582109348694
"6771","ESRRA","FOXG1",0.0660586277036194
"20303","LBX1","VSX1",0.0660621714939247
"15826","HNF4A","OLIG3",0.0660641337338322
"20322","LBX1","ZNF501",0.0660643493322129
"12797","GSC","SIX2",0.0660673332764794
"5627","DLX5","ZBTB6",0.0660685818315205
"21221","MEF2B","PAX5",0.0660691220374703
"10806","FOXQ1","NANOG",0.0660691255273756
"22192","MSX1","SPIB",0.0660691462143219
"21977","MITF","ZNF705D",0.0660715405718317
"18948","IRF5","SPI1",0.0660726202113757
"22744","MYF5","ZNF554",0.0660734102470381
"24488","NKX2.5","THAP6",0.0660735078663449
"17744","HOXD13","ZNF77",0.0660761820135769
"976","ARNT2","ZNF615",0.0660792208107137
"22929","MYNN","RFX6",0.0660795982793272
"15235","HMX2","HOXA6",0.066081554905859
"29173","SP6","ZIC3",0.0660833235911844
"2838","BHLHA15","SOHLH1",0.0660835826226071
"3387","CDX2","FEV",0.0660837909316044
"19621","ISX","MSX2",0.0660862541565941
"13335","HES1","PDX1",0.0660885272321842
"25922","OLIG2","SPIC",0.0660885647724082
"18443","IKZF1","ONECUT1",0.0660886545799607
"7699","ETV1","MEF2A",0.0660909931845142
"2734","BHLHA15","HOXB7",0.0660957560506724
"17826","HOXD3","POU5F2",0.066097233819969
"16412","HOXA5","ZNF211",0.0661001185634684
"3188","CDX1","HEYL",0.0661006756328475
"4153","CEBPE","LMX1B",0.0661052086608125
"21930","MITF","SPI1",0.0661101435915105
"8374","FEZF2","NR5A2",0.0661103634990249
"12905","HAND1","KLF1",0.0661105926781093
"12255","GCM1","TFAP2C",0.0661110258488021
"18044","HOXD4","ZIM2",0.0661122906312323
"19502","ISL1","NR5A1",0.0661126839986637
"29790","TCF7L1","ZNF227",0.066112830153859
"13844","HES6","MIXL1",0.0661137184742615
"15150","HMX1","PRDM14",0.066114303351349
"15978","HNF4G","NFATC3",0.0661170284166496
"7043","ESRRB","ISL1",0.0661224715925671
"24752","NR1I2","OLIG1",0.0661234235150547
"27563","PRDM14","SNAI1",0.066124218526997
"29919","TFAP2B","ZNF615",0.0661252035825449
"1304","ASCL1","HOXC12",0.0661263986026422
"24581","NKX2.8","SPI1",0.0661276484900324
"24627","NKX2.8","ZNF615",0.0661292088458656
"10775","FOXQ1","IRF8",0.0661320993587095
"13002","HAND1","TAL1",0.066133344943187
"16365","HOXA5","SHOX2",0.066137406350676
"12591","GRHL3","POU5F2",0.0661392031267036
"18757","IRF4","PAX7",0.0661396395485486
"16985","HOXB6","NFE2L3",0.0661412253975824
"14411","HEY2","NR2C1",0.0661424714098754
"13293","HES1","MSX1",0.0661437602311894
"29141","SOX9","ZSCAN10",0.0661453263975203
"13280","HES1","LHX4",0.0661456014155934
"8749","FOXA1","LHX4",0.0661460104438834
"1768","ATF5","HEY2",0.066146275870455
"26073","ONECUT1","PAX7",0.0661476405670261
"10147","FOXI1","HEY2",0.066149338503548
"11134","FOXR2","HAND1",0.0661493911946792
"28694","SNAI1","TBX22",0.0661507406851491
"17714","HOXD13","THRB",0.066151578433743
"23167","MYOG","PPARG",0.0661522407817451
"22212","MSX1","UTF1",0.0661533771425965
"5456","DLX5","GATA3",0.0661544800030825
"1410","ASCL1","SOX2",0.0661548338551085
"11848","GATA5","SOX10",0.0661553998771282
"11607","GATA4","NR2E1",0.0661557126069073
"17845","HOXD3","SMAD7",0.0661560990297925
"16303","HOXA5","MSX2",0.0661567237489517
"8949","FOXA2","IRF9",0.0661570307651631
"18508","IKZF1","VENTX",0.0661571671848495
"14313","HEY1","ZBTB6",0.0661592400692641
"119","ALX1","MYB",0.0661593309589421
"195","ALX1","SPI1",0.0661597033679408
"9129","FOXA3","HIF1A",0.0661601369307573
"8333","FEZF2","LMX1B",0.0661625974906584
"18232","ID1","IRX6",0.0661629597743523
"24460","NKX2.5","SMAD7",0.0661632873949694
"9562","FOXD4","IKZF1",0.0661648438606812
"25492","NR4A2","PITX2",0.0661675663066456
"5119","DLX3","POU2AF1",0.0661711358738137
"1744","ATF5","FOXG1",0.0661722813870889
"21718","MESP2","MITF",0.0661753934835397
"30210","VSX1","ZNF461",0.0661771139953934
"14740","HIF1A","MEOX2",0.0661776040148885
"19505","ISL1","OLIG2",0.0661810148180093
"15645","HNF1B","NR2F1",0.0661812802918907
"4708","CREB3L3","TCF12",0.0661846235790931
"10598","FOXP3","MSX1",0.0661850510164395
"29874","TFAP2A","ZNF423",0.0661859237706438
"11329","GATA3","GSC",0.0661895684406579
"2625","BCL6B","TFAP2C",0.0661906320595135
"3539","CDX2","SNAI2",0.0661910448710658
"7749","ETV1","PDX1",0.0661920051161145
"17393","HOXC12","USF1",0.0661922581995163
"6976","ESRRB","ESRRG",0.0661929232799216
"1841","ATF5","NR2C1",0.0661934260454044
"20371","LHX4","NR2F2",0.0661970867388013
"21767","MESP2","POU5F1",0.0661983127807653
"5387","DLX4","TCF7L1",0.0661986570217912
"821","ARNT2","HOXD13",0.0661999704126665
"5254","DLX4","HNF1A",0.0662000182411986
"3512","CDX2","PDX1",0.0662023065126481
"614","ALX4","MYNN",0.0662029189985756
"1353","ASCL1","NFE2",0.0662037369581376
"29191","SP6","ZNF615",0.0662041086794292
"29965","THAP2","TP63",0.0662051455567927
"11888","GATA5","ZNF225",0.0662064567238421
"14428","HEY2","PAX7",0.0662073205726568
"12523","GRHL3","IRX6",0.0662078670236051
"27773","RBAK","ZNF705D",0.0662084145230755
"21446","MEF2C","ZSCAN10",0.0662114399164713
"58","ALX1","GSC",0.0662120310401549
"78","ALX1","HOXA5",0.0662125845343095
"7070","ESRRB","MYOG",0.0662128195597775
"30452","ZNF225","ZNF705D",0.0662133272921143
"26159","ONECUT1","ZNF77",0.066213759987269
"12306","GCM2","HLF",0.066214535882406
"26614","PAX7","ZNF554",0.0662146108192412
"18115","HOXD9","NKX2.8",0.0662147353516057
"29393","SPIC","ZNF501",0.0662167618075384
"24142","NFE2","TBX18",0.0662186279031266
"12872","HAND1","HIF1A",0.0662188528231604
"27035","PITX3","ZIM2",0.0662201754302692
"24449","NKX2.5","RFX3",0.066221378298394
"25844","OLIG1","UTF1",0.0662222360476412
"7436","ETS2","HAND2",0.066223237382783
"15638","HNF1B","NFKB1",0.0662236652174084
"22828","MYF6","SPIC",0.0662255673496362
"16393","HOXA5","TFAP2A",0.0662264503758157
"7563","ETS2","SOHLH1",0.0662266519331928
"27140","POU2AF1","ZSCAN10",0.0662275607389887
"16716","HOXA7","SPIB",0.0662282236392108
"4973","CREB5","ZNF77",0.0662288972023393
"4854","CREB5","MYOD1",0.066230588962851
"7306","ESRRG","NR4A1",0.0662314027201959
"6537","EOMES","ZSCAN12",0.0662322236135193
"27802","REL","SPIB",0.0662325139407718
"1337","ASCL1","MSX1",0.0662365514204601
"5232","DLX4","GATA3",0.0662373666993138
"6146","EGR4","HNF4A",0.066237422806121
"21043","MEF2A","MITF",0.0662374773738563
"4897","CREB5","PPARG",0.0662390347464763
"1093","ARNTL2","MITF",0.0662390447038624
"18810","IRF4","TFAP2C",0.0662390532027843
"6298","EGR4","ZNF211",0.0662419821222461
"9423","FOXB1","PAX7",0.0662490207168941
"7078","ESRRB","NFE2",0.0662538341596075
"10096","FOXH1","VSX1",0.0662541827698287
"16988","HOXB6","NKX2.8",0.0662546761623777
"2534","BCL6B","MYB",0.0662549551519775
"25222","NR2F2","SPIC",0.0662608334734152
"15420","HNF1A","ID1",0.0662608402203154
"27321","PPARA","SHOX2",0.0662612377265526
"7521","ETS2","NR4A1",0.0662617433377835
"20450","LHX4","ZBTB6",0.0662659806863778
"26607","PAX7","ZNF317",0.0662676079880947
"11540","GATA4","HNF1B",0.0662723379758204
"15866","HNF4A","SOX5",0.0662729594019976
"10969","FOXR1","IKZF1",0.066273471596489
"12979","HAND1","RORB",0.0662752268338955
"25968","OLIG2","ZNF77",0.0662763518379761
"21520","MEOX2","SMAD7",0.0662765323265918
"22314","MSX2","SOX14",0.0662768332405094
"24474","NKX2.5","STAT4",0.0662769392003723
"11098","FOXR1","WT1",0.0662772868098925
"7239","ESRRG","HOXA5",0.0662773216837151
"2587","BCL6B","REL",0.0662794026313747
"6416","EOMES","MYOG",0.0662796786280566
"29026","SOX2","ZNF615",0.0662812537080468
"24596","NKX2.8","TFAP2C",0.0662815029178664
"1371","ASCL1","OLIG3",0.0662820055936918
"82","ALX1","HOXB6",0.0662822263662553
"9634","FOXD4","POU2AF1",0.0662842680880449
"13055","HAND2","HESX1",0.0662862295016514
"29385","SPIC","ZNF227",0.0662875028706005
"25690","NR5A2","PITX1",0.0662878428254023
"18093","HOXD9","MITF",0.0662885423976277
"13681","HES3","NKX2.5",0.0662889177591248
"24495","NKX2.5","VSX2",0.066289020489018
"8236","FEZF1","ZBTB32",0.066291009437514
"9749","FOXG1","HNF1B",0.0662936299176923
"23027","MYOD1","OLIG1",0.0662947957903875
"7484","ETS2","MAFB",0.0662970695780141
"26486","PAX5","TAL2",0.0663002502055074
"27462","PPARG","ZNF615",0.0663010845665749
"21604","MESP1","NFE2L3",0.0663022812499244
"15180","HMX1","TAL1",0.0663046915824488
"26923","PITX2","SPIC",0.0663058889052955
"21925","MITF","SOX2",0.0663063279133934
"20783","LMX1B","NFATC3",0.0663065485038632
"21654","MESP1","SMAD7",0.0663071206907448
"14522","HEYL","HMX2",0.0663076460437099
"13687","HES3","NR2F1",0.0663081391762052
"24458","NKX2.5","SIX2",0.0663083781937011
"12948","HAND1","NR4A1",0.0663092109018163
"22534","MYC","PAX2",0.0663092146934662
"22970","MYNN","USF1",0.0663117970057062
"24778","NR1I2","RHOXF2",0.0663130208624053
"10599","FOXP3","MSX2",0.0663135262820189
"5500","DLX5","IRF8",0.0663164106246123
"16340","HOXA5","PAX3",0.0663185195862874
"9296","FOXA3","ZNF483",0.066318941503758
"17059","HOXB6","TFAP2A",0.0663221409721323
"10621","FOXP3","NR2C1",0.066322284796997
"3582","CDX2","ZNF227",0.0663227611668165
"21903","MITF","PRDM1",0.0663242263512419
"21910","MITF","RHOXF2",0.066324764792619
"2214","BATF","FEZF2",0.0663292816733961
"26746","PDX1","SP6",0.0663299868180438
"15831","HNF4A","PAX5",0.0663313990433135
"11818","GATA5","PAX8",0.0663317502331413
"13613","HES3","HEYL",0.066333074470408
"11741","GATA5","HOXB13",0.0663332410585144
"17531","HOXC4","SOX5",0.0663351564932267
"3181","CDX1","HES1",0.0663359349360399
"2230","BATF","GATA4",0.0663391306660769
"6343","EOMES","GATA4",0.0663399022183259
"26583","PAX7","TEF",0.066341129676555
"6378","EOMES","HOXD3",0.0663430594093246
"1633","ASCL2","REL",0.0663430658530638
"21713","MESP1","ZNF77",0.066343831180974
"25473","NR4A1","ZNF77",0.0663439698418426
"17796","HOXD3","NFKB1",0.06634423535655
"648","ALX4","PAX7",0.066345909820397
"7435","ETS2","HAND1",0.0663481730641352
"5277","DLX4","IRF9",0.0663497139908095
"12133","GCM1","HOXD4",0.0663499954323202
"3169","CDX1","FOXR1",0.0663500128592468
"7873","FEV","HLF",0.0663500296643245
"24216","NFE2L3","POU2AF1",0.0663517389086259
"18563","IKZF3","MSX1",0.0663517984361515
"10230","FOXI1","OLIG2",0.0663518153694699
"9166","FOXA3","LHX8",0.0663541609079836
"27459","PPARG","ZNF554",0.066354329987737
"10420","FOXO1","NR1I2",0.066355081678184
"5051","DLX3","IRF8",0.0663582149828063
"14748","HIF1A","MYC",0.0663588100038892
"11078","FOXR1","TAL2",0.066359097887126
"18735","IRF4","NFKB1",0.0663593683181023
"7151","ESRRB","TCF7L1",0.0663600037663763
"12","ALX1","BHLHE23",0.0663606944584409
"12160","GCM1","MITF",0.0663621948704524
"7449","ETS2","HNF1A",0.0663624318870582
"23234","MYOG","ZNF423",0.0663624709975585
"15499","HNF1A","PRDM14",0.0663627488633346
"17057","HOXB6","TCF7L1",0.0663629843365156
"14351","HEY2","HOXA7",0.066363099434506
"17734","HOXD13","ZNF410",0.0663633570548159
"18140","HOXD9","PITX3",0.0663637961370897
"9956","FOXH1","HOXA5",0.0663672308294227
"20834","LMX1B","SMAD1",0.0663674668324166
"4950","CREB5","WT1",0.0663694455908672
"20248","LBX1","POU2AF1",0.0663699574372031
"30189","VENTX","ZNF77",0.066370861411019
"24294","NFE2L3","ZNF615",0.066373937988414
"22367","MSX2","ZNF705D",0.0663748653778222
"4281","CEBPE","ZNF461",0.0663753054751726
"19353","IRX6","NR5A1",0.0663758357686879
"3407","CDX2","GATA6",0.0663780652556254
"22591","MYC","THAP2",0.0663786389202199
"20137","KLF1","SPIB",0.0663803113314468
"22344","MSX2","VSX2",0.0663826645045324
"12758","GSC","NR2F2",0.0663827600555815
"26785","PDX1","ZNF322",0.0663830136549144
"5602","DLX5","SPIC",0.0663833837664247
"8807","FOXA1","PITX3",0.066383389369943
"7004","ESRRB","HAND1",0.0663836982276106
"17209","HOXB7","SPDEF",0.0663846467874394
"9372","FOXB1","LHX8",0.0663854338458384
"19429","IRX6","ZIC3",0.0663881714777918
"4839","CREB5","MEF2A",0.0663889005476587
"9573","FOXD4","KLF1",0.0663913625991726
"29549","TBR1","TBX20",0.0663914677122685
"20911","MAFB","MYF5",0.0663929960745762
"11212","FOXR2","NKX2.8",0.0663931859020511
"21780","MESP2","RUNX3",0.0663964551207289
"11190","FOXR2","MITF",0.0663966410386646
"10562","FOXP3","HOXB13",0.0663974231538857
"11778","GATA5","MSX2",0.0663985316891774
"13212","HAND2","ZBTB6",0.0663986678429535
"20020","JUNB","ZIM2",0.0664003356372588
"22366","MSX2","ZNF615",0.0664044421521456
"5341","DLX4","PITX1",0.0664083270355644
"21067","MEF2A","NR1I2",0.0664087817201585
"19122","IRF8","VENTX",0.0664088315016336
"21362","MEF2C","PITX2",0.0664103193815507
"10134","FOXI1","GATA6",0.0664156739206035
"28198","RUNX3","ZNF322",0.0664158419037632
"29468","TAL1","USF1",0.0664160782168636
"15039","HLF","ZNF423",0.06641709662859
"27632","RARB","RUNX3",0.0664196859599994
"26293","PAX2","SOX2",0.0664197584403301
"29706","TBX22","ZNF225",0.066421212864823
"30389","ZNF155","ZNF556",0.0664236279347516
"4252","CEBPE","TCF7L1",0.0664286445326976
"14189","HEY1","ISL1",0.0664321053973136
"223","ALX1","ZIC3",0.0664327853234852
"7495","ETS2","MYB",0.0664335819862717
"18707","IRF4","LMX1B",0.0664347289058953
"25921","OLIG2","SPIB",0.0664354549785758
"25017","NR2E1","TBR1",0.0664365892695443
"22489","MYB","ZNF483",0.0664370422590344
"4162","CEBPE","MIXL1",0.0664441534835491
"7148","ESRRB","TBX20",0.0664451047212368
"19717","ISX","TP63",0.0664451629281384
"29136","SOX9","ZNF582",0.0664473826754863
"25842","OLIG1","TP63",0.0664491770683924
"29541","TAL2","ZNF615",0.0664496579842145
"9238","FOXA3","RXRG",0.0664505112275692
"27279","POU5F2","VSX2",0.0664508666398326
"21666","MESP1","SPIB",0.0664516096041669
"18126","HOXD9","NR5A2",0.0664536352057167
"17380","HOXC12","TBX18",0.0664546316561271
"6306","EGR4","ZNF461",0.0664551079526577
"25470","NR4A1","ZNF582",0.0664558322524337
"13168","HAND2","RXRG",0.0664567773833605
"11018","FOXR1","NR2C1",0.0664575823723829
"27964","RFX6","THAP2",0.0664576200624899
"28668","SMAD7","ZNF582",0.0664584792400744
"21276","MEF2B","THAP2",0.0664585546737832
"15391","HMX2","ZNF461",0.0664615876365369
"10241","FOXI1","PITX2",0.0664632191760096
"13494","HES2","NFE2",0.0664634543712277
"6374","EOMES","HOXB7",0.0664635317866376
"20696","LHX8","SNAI1",0.0664641419836557
"27833","REL","ZNF211",0.0664649896233414
"27171","POU5F1","SP6",0.0664653629665878
"5062","DLX3","LHX8",0.0664661799202522
"8313","FEZF2","HOXD3",0.0664662522117136
"19607","ISX","LHX4",0.0664669396031072
"10027","FOXH1","OLIG1",0.066467333809094
"1025","ARNTL2","FOXP3",0.0664677743755427
"13588","HES2","ZNF211",0.0664698183318392
"16526","HOXA6","RFX3",0.0664701093391293
"3019","BHLHE23","NFE2",0.0664712220211147
"14806","HIF1A","RXRG",0.0664722405891214
"19741","ISX","ZNF554",0.0664733553284798
"879","ARNT2","NR3C2",0.0664735539586776
"1515","ASCL2","GATA6",0.0664743629314229
"19967","JUNB","RBAK",0.0664765686017311
"2943","BHLHE23","GRHL3",0.0664768664711272
"29347","SPIB","ZNF615",0.0664789080046083
"7276","ESRRG","MITF",0.0664814636421111
"1220","ARNTL2","ZNF705D",0.0664837459291049
"7188","ESRRB","ZNF77",0.0664856203445056
"19687","ISX","SMAD7",0.0664894670948469
"14604","HEYL","PAX2",0.066497576511627
"8053","FEZF1","FOXA1",0.0665006853382287
"25934","OLIG2","TFAP2B",0.0665020031251034
"4880","CREB5","OLIG2",0.0665023843265912
"26140","ONECUT1","ZIM2",0.0665034217765345
"11023","FOXR1","NR4A1",0.0665035858948525
"14665","HEYL","USF1",0.0665056177156014
"14672","HEYL","ZBTB6",0.0665112381681616
"1686","ASCL2","ZNF155",0.0665112735909138
"25761","NR5A2","ZNF317",0.0665115997169592
"16429","HOXA5","ZNF79",0.0665131166270179
"8274","FEZF2","FOXQ1",0.0665142170404324
"22360","MSX2","ZNF461",0.0665158364118915
"3049","BHLHE23","POU2AF1",0.0665182682069644
"3570","CDX2","VENTX",0.0665200300029163
"18223","HOXD9","ZSCAN10",0.066522330286055
"30048","THRB","ZNF225",0.0665227155796466
"12144","GCM1","ISX",0.0665246932860797
"4947","CREB5","VENTX",0.0665260799026083
"14232","HEY1","NR2E1",0.0665261047946952
"10886","FOXQ1","TCF7L1",0.0665276239783896
"4477","CREB3","TBX18",0.0665277687325287
"16390","HOXA5","TCF12",0.0665283353382488
"1437","ASCL1","VENTX",0.0665301779075565
"18894","IRF5","NR2E1",0.0665306860937979
"18834","IRF4","ZNF423",0.0665316164279446
"8735","FOXA1","ID1",0.0665331278547098
"30329","ZIC3","ZIM2",0.0665338203933135
"4458","CREB3","SMAD1",0.0665345712076025
"9231","FOXA3","RBAK",0.0665363959930246
"18261","ID1","NANOG",0.0665374364524529
"17897","HOXD3","ZNF483",0.0665392345075932
"25837","OLIG1","TFAP2B",0.0665398797286288
"29761","TCF12","ZNF615",0.0665413134961252
"21567","MEOX2","ZNF317",0.066543143557925
"20947","MAFB","PAX7",0.0665449716075376
"27231","POU5F2","RBAK",0.0665465882586178
"2200","BATF","DLX4",0.0665469689745029
"852","ARNT2","MSX1",0.0665476249712423
"20669","LHX8","PAX8",0.0665506678520606
"562","ALX4","HMX1",0.0665514297458744
"13989","HESX1","HOXA6",0.0665523316193318
"21170","MEF2A","ZNF705D",0.0665542602440875
"3027","BHLHE23","NR2E1",0.0665565501682468
"7147","ESRRB","TBX18",0.0665589922420459
"13487","HES2","NANOG",0.0665643000828294
"12637","GRHL3","THAP2",0.0665649767645407
"12952","HAND1","OLIG1",0.0665664783741169
"5732","DRGX","LHX4",0.0665674750032159
"5009","DLX3","GATA5",0.0665678268460811
"14925","HLF","MYC",0.0665685985490204
"27330","PPARA","SOX14",0.0665690798717384
"12731","GSC","MIXL1",0.0665723489312071
"4263","CEBPE","VENTX",0.0665738510917706
"15358","HMX2","TBX18",0.0665740492233248
"18511","IKZF1","WT1",0.0665767707753665
"66","ALX1","HEY1",0.0665778786341311
"12880","HAND1","HOXA1",0.0665786060931617
"22538","MYC","PAX8",0.0665788993712046
"10224","FOXI1","NR3C2",0.0665790298669607
"13257","HES1","HOXB13",0.0665793443614312
"27592","PRDM14","TP63",0.0665800394669106
"13558","HES2","SPIC",0.066581567801462
"2868","BHLHA15","VENTX",0.066586477925273
"24102","NFE2","PITX3",0.0665870276034787
"4908","CREB5","RXRG",0.0665879964896192
"23132","MYOG","NFATC3",0.0665882040429691
"6353","EOMES","HES2",0.066589726524788
"23257","NANOG","NKX2.5",0.0665907337280383
"6557","ESR1","FOXP3",0.0665908475490138
"24802","NR1I2","TAL1",0.0665911183526915
"22054","MIXL1","SOX10",0.06659128498212
"24980","NR2E1","POU5F1",0.0665924325871649
"22651","MYF5","NR4A1",0.0665928932018037
"21940","MITF","TCF12",0.0665940469629246
"16536","HOXA6","SMAD1",0.0665962723950039
"1728","ATF5","EOMES",0.0665963045422033
"18015","HOXD4","SPI1",0.0665987070950293
"12953","HAND1","OLIG2",0.0665997209681791
"6891","ESRRA","POU2AF1",0.0666001645170337
"26948","PITX2","ZBTB6",0.0666010667111301
"29946","TFAP2C","ZNF317",0.0666015706899162
"27350","PPARA","TFAP2B",0.0666044400932313
"781","ARNT2","FOXO1",0.0666052532561822
"24468","NKX2.5","SOX9",0.0666057213599247
"1489","ASCL2","ESR1",0.0666063652501867
"11121","FOXR1","ZNF77",0.0666090043569233
"29170","SP6","WT1",0.0666093599533416
"5123","DLX3","PPARG",0.0666119908267493
"10191","FOXI1","MEF2C",0.0666125056494031
"29879","TFAP2A","ZNF556",0.06661304901269
"4190","CEBPE","NR3C2",0.0666159622312561
"19040","IRF8","NFKB1",0.066617228373267
"5007","DLX3","GATA3",0.0666180345216732
"6998","ESRRB","GATA5",0.0666210186394534
"11951","GATA6","ISL1",0.0666222761229187
"22907","MYNN","ONECUT1",0.0666234403226266
"17196","HOXB7","SIM2",0.0666235268179369
"18785","IRF4","SNAI1",0.0666272239193705
"18021","HOXD4","TBR1",0.0666277317819603
"1598","ASCL2","NKX2.8",0.0666280238289244
"5175","DLX3","VSX2",0.0666343943840051
"19639","ISX","NKX2.5",0.0666357736688715
"24198","NFE2L3","NR4A1",0.0666363478353501
"11116","FOXR1","ZNF554",0.0666375896118453
"600","ALX4","MEF2A",0.0666383361742429
"2756","BHLHA15","LHX6",0.0666384860871565
"22485","MYB","ZNF322",0.0666421568690153
"8836","FOXA1","SOX5",0.0666494369289792
"18943","IRF5","SOX2",0.066649487029608
"5424","DLX4","ZNF77",0.0666507456969431
"19400","IRX6","SPDEF",0.0666522769200845
"25354","NR3C2","ZNF181",0.0666524342373884
"19271","IRF9","USF1",0.0666524518941306
"20191","LBX1","LHX8",0.0666532914513656
"1758","ATF5","GRHL3",0.0666535281316238
"14216","HEY1","MYOG",0.0666549691945244
"29400","SPIC","ZNF79",0.0666566125025583
"15281","HMX2","MYOG",0.0666574556300084
"29604","TBX18","THRB",0.0666594401372498
"19655","ISX","ONECUT1",0.0666601205426358
"9873","FOXG1","STAT4",0.0666607022964004
"9808","FOXG1","NFE2",0.0666613419572371
"26134","ONECUT1","VSX1",0.0666644005956376
"14176","HEY1","HOXC4",0.0666660016957268
"15472","HNF1A","NR2F1",0.0666675014797262
"28981","SOX2","SPIB",0.0666679490322936
"1205","ARNTL2","ZNF211",0.0666703347823474
"12202","GCM1","PAX7",0.0666751106339729
"16454","HOXA6","JUNB",0.0666765038438671
"29495","TAL1","ZNF705D",0.0666770365168994
"2197","BATF","CREB3L3",0.066681945971075
"13843","HES6","MITF",0.0666821667660858
"23165","MYOG","POU5F2",0.0666827129377213
"2839","BHLHA15","SOX10",0.0666835716454794
"21387","MEF2C","SNAI2",0.0666835923911276
"10592","FOXP3","MEF2C",0.066684893246148
"23185","MYOG","SNAI1",0.0666865494856155
"10640","FOXP3","PDX1",0.0666868510840205
"12810","GSC","SPI1",0.0666894723884034
"20437","LHX4","TFAP2B",0.0666904597399128
"3439","CDX2","HOXD13",0.0666912444794678
"10032","FOXH1","PAX2",0.0666919558610348
"17270","HOXC12","IKZF3",0.0666941430427325
"30035","THRB","USF1",0.0666946909336711
"24826","NR1I2","ZIC3",0.0666947940400851
"20517","LHX6","NR5A1",0.0666948003824492
"17049","HOXB6","STAT4",0.0666950853570568
"6753","ESR1","ZNF77",0.0666952771656609
"3332","CDX1","THAP6",0.066696199014754
"25474","NR4A1","ZNF79",0.0666968291051079
"10719","FOXP3","ZNF554",0.0666982122595715
"19720","ISX","VENTX",0.0666982379327476
"5228","DLX4","FOXP3",0.066700728761649
"15378","HMX2","ZBTB6",0.0667012395686847
"6865","ESRRA","NKX2.8",0.0667033869312893
"5364","DLX4","SMAD1",0.0667040391583242
"25933","OLIG2","TFAP2A",0.0667054521283562
"28405","SHOX2","ZNF461",0.0667069552705202
"18582","IKZF3","NKX2.5",0.0667091010460089
"9305","FOXA3","ZSCAN10",0.066710866797271
"24043","NFATC3","VENTX",0.0667137412621623
"8990","FOXA2","NKX2.8",0.0667143272656978
"17937","HOXD4","MSX1",0.0667151578874472
"17260","HOXB7","ZSCAN10",0.0667155479099778
"1115","ARNTL2","NKX2.8",0.0667177479744055
"184","ALX1","SMAD7",0.0667191208263357
"14287","HEY1","SPIB",0.0667209100673209
"4790","CREB5","HAND2",0.066722857689623
"19012","IRF8","LMX1B",0.0667234619305698
"3007","BHLHE23","MYF5",0.0667248672656746
"7478","ETS2","KLF1",0.0667263479305411
"3082","BHLHE23","SPIB",0.0667266348384817
"18583","IKZF3","NKX2.8",0.0667270319054193
"14754","HIF1A","NANOG",0.0667278053875682
"14119","HESX1","TFAP2B",0.0667299959612836
"11289","FOXR2","TP63",0.066731767605807
"2687","BHLHA15","FEZF2",0.0667322662270397
"17130","HOXB7","MITF",0.0667335638726847
"27771","RBAK","ZNF582",0.066737367538987
"7491","ETS2","MITF",0.0667386068638637
"19719","ISX","UTF1",0.0667387565898584
"25174","NR2F2","OLIG1",0.0667388438342513
"26311","PAX2","TFAP2A",0.0667388681495186
"20561","LHX6","SOX5",0.0667405591721594
"18440","IKZF1","OLIG1",0.066741986621526
"29740","TCF12","WT1",0.0667444137688358
"11286","FOXR2","THAP2",0.0667454717271999
"20367","LHX4","NR1I2",0.0667458956337085
"4336","CREB3","HES1",0.0667468716164058
"21673","MESP1","TBX20",0.0667476760841103
"17600","HOXD13","ISX",0.0667478724005096
"23272","NANOG","OLIG3",0.0667488934151065
"26338","PAX2","ZNF461",0.0667492104003505
"17048","HOXB6","SPIC",0.066751354355422
"15132","HMX1","OLIG3",0.0667533022525796
"11293","FOXR2","VSX1",0.0667552343424127
"18350","ID1","USF1",0.0667575437518253
"27024","PITX3","THRB",0.066758481271314
"6938","ESRRA","TFAP2C",0.0667585445347015
"17743","HOXD13","ZNF705D",0.0667621976147971
"18192","HOXD9","TP63",0.0667628668785629
"11172","FOXR2","IRX6",0.0667635325487844
